id,name,slug,body_part,equipment,image_path,gif_path,instructions
08041bcb-2b6f-4877-a375-3bbac6990455,Medicine Ball Full Twist,Medicine_Ball_Full_Twist,abdominals,medicine ball,Medicine_Ball_Full_Twist/0.jpg,Medicine_Ball_Full_Twist/0.jpg,"For this exercise you will need a medicine ball and a partner. Stand back to back with your partner, spaced 2-3 feet apart. This will be your starting position.
Hold the ball in front of the trunk. Open the hips and turn the shoulders at the same time as your partner.
For full rotation, you and your partner should twist in the same direction, i.e. counter-clockwise.
Pass the ball to your partner, and both of you can now twist in the opposite direction to repeat the procedure."
08440157-ca21-4d64-a258-aa69a5f0e377,Circus Bell,Circus_Bell,shoulders,other,Circus_Bell/0.jpg,Circus_Bell/0.jpg,"The circus bell is an oversized dumbbell with a thick handle. Begin with the dumbbell between your feet, and grip the handle with both hands.
Clean the dumbbell by extending through your hips and knees to deliver the implement to the desired shoulder, letting go with the extra hand.
Ensure that you get one of the dumbbell heads behind the shoulder to keep from being thrown off balance. To raise it overhead, dip by flexing the knees, and the drive upwards as you extend the dumbbell overhead, leaning slightly away from it as you do so.
Carefully guide the bell back to the floor, keeping it under control as much as possible. It is best to perform this event on a thick rubber mat to prevent damage to the floor."
08ccc4cf-b644-4d90-abe5-a434545572ed,Good Morning,Good_Morning,hamstrings,barbell,Good_Morning/0.jpg,Good_Morning/0.jpg,"Begin with a bar on a rack at shoulder height. Rack the bar across the rear of your shoulders as you would a power squat, not on top of your shoulders. Keep your back tight, shoulder blades pinched together, and your knees slightly bent. Step back from the rack.
Begin by bending at the hips, moving them back as you bend over to near parallel. Keep your back arched and your cervical spine in proper alignment.
Reverse the motion by extending through the hips with your glutes and hamstrings. Continue until you have returned to the starting position."
090b2337-fc3a-4dc1-8e11-1caa3276314a,Sled Push,Sled_Push,quadriceps,other,Sled_Push/0.jpg,Sled_Push/0.jpg,"Load your pushing sled with the desired weight.
Take an athletic posture, leaning into the sled with your arms fully extended, grasping the handles. Push the sled as fast as possible, focusing on extending your hips and knees to strengthen your posterior chain."
091c905c-4a98-4779-bfee-392f9b046ce6,Hack Squat,Hack_Squat,quadriceps,machine,Hack_Squat/0.jpg,Hack_Squat/0.jpg,"Place the back of your torso against the back pad of the machine and hook your shoulders under the shoulder pads provided.
Position your legs in the platform using a shoulder width medium stance with the toes slightly pointed out. Tip: Keep your head up at all times and also maintain the back on the pad at all times.
Place your arms on the side handles of the machine and disengage the safety bars (which on most designs is done by moving the side handles from a facing front position to a diagonal position).
Now straighten your legs without locking the knees. This will be your starting position. (Note: For the purposes of this discussion we will use the medium stance described above which targets overall development; however you can choose any of the three stances described in the foot positioning section).
Begin to slowly lower the unit by bending the knees as you maintain a straight posture with the head up (back on the pad at all times). Continue down until the angle between the upper leg and the calves becomes slightly less than 90-degrees (which is the point in which the upper legs are below parallel to the floor). Inhale as you perform this portion of the movement. Tip: If you performed the exercise correctly, the front of the knees should make an imaginary straight line with the toes that is perpendicular to the front. If your knees are past that imaginary line (if they are past your toes) then you are placing undue stress on the knee and the exercise has been performed incorrectly.
Begin to raise the unit as you exhale by pushing the floor with mainly with the heel of your foot as you straighten the legs again and go back to the starting position.
Repeat for the recommended amount of repetitions."
091cf045-536e-4a51-87df-1cd1a8006220,Bench Dips,Bench_Dips,triceps,body only,Bench_Dips/0.jpg,Bench_Dips/0.jpg,"For this exercise you will need to place a bench behind your back. With the bench perpendicular to your body, and while looking away from it, hold on to the bench on its edge with the hands fully extended, separated at shoulder width. The legs will be extended forward, bent at the waist and perpendicular to your torso. This will be your starting position.
Slowly lower your body as you inhale by bending at the elbows until you lower yourself far enough to where there is an angle slightly smaller than 90 degrees between the upper arm and the forearm. Tip: Keep the elbows as close as possible throughout the movement. Forearms should always be pointing down.
Using your triceps to bring your torso up again, lift yourself back to the starting position.
Repeat for the recommended amount of repetitions."
0974c95a-3dd7-4565-88cb-2d4044a41a7f,Suspended Push-Up,Suspended_Push-Up,chest,other,Suspended_Push-Up/0.jpg,Suspended_Push-Up/0.jpg,"Anchor your suspension straps securely to the top of a rack or other object.
Leaning into the straps, take a handle in each hand and move into a push-up plank position. You should be as close to parallel to the ground as you can manage with your arms fully extended, maintaining good posture.
Maintaining a straight, rigid torso, descend slowly by allowing the elbows to flex.
Continue until your elbows break 90 degrees, pausing before you extend to return to the starting position."
09935b15-8def-4b33-b57c-dcf63c902a0f,Sit Squats,Sit_Squats,quadriceps,,Sit_Squats/0.jpg,Sit_Squats/0.jpg,"Stand with your feet shoulder width apart. This will be your starting position.
Begin the movement by flexing your knees and hips, sitting back with your hips.
Continue until you have squatted a portion of the way down, but are above parallel, and quickly reverse the motion until you return to the starting position. Repeat for 5-10 repetitions."
0a48ec2e-cb67-4f72-b0f7-6d1e2027c96f,Wrist Circles,Wrist_Circles,forearms,body only,Wrist_Circles/0.jpg,Wrist_Circles/0.jpg,"Start by standing straight with your feet being shoulder width apart from each other. Elevate your arms to the side of you until they are fully extended and parallel to the floor at a height that is evenly aligned with your shoulders. Tip: Your torso and arms should form the letter ""T: Your palms should be facing down. This is the starting position.
Keeping your entire body stationary except for the wrists, begin to rotate both wrists forward in a circular motion. Tip: Pretend that you are trying to draw circles by using your hands as the brush. Breathe normally as you perform this exercise.
Repeat for the recommended amount of repetitions."
0a598abf-cc4e-4371-925c-c253290bc2a9,Decline Barbell Bench Press,Decline_Barbell_Bench_Press,chest,barbell,Decline_Barbell_Bench_Press/0.jpg,Decline_Barbell_Bench_Press/0.jpg,"Secure your legs at the end of the decline bench and slowly lay down on the bench.
Using a medium width grip (a grip that creates a 90-degree angle in the middle of the movement between the forearms and the upper arms), lift the bar from the rack and hold it straight over you with your arms locked. The arms should be perpendicular to the floor. This will be your starting position. Tip: In order to protect your rotator cuff, it is best if you have a spotter help you lift the barbell off the rack.
As you breathe in, come down slowly until you feel the bar on your lower chest.
After a second pause, bring the bar back to the starting position as you breathe out and push the bar using your chest muscles. Lock your arms and squeeze your chest in the contracted position, hold for a second and then start coming down slowly again. Tip: It should take at least twice as long to go down than to come up).
Repeat the movement for the prescribed amount of repetitions.
When you are done, place the bar back in the rack."
0a936980-fc75-4c3e-b663-45349c5bc40d,Standing Cable Chest Press,Standing_Cable_Chest_Press,chest,cable,Standing_Cable_Chest_Press/0.jpg,Standing_Cable_Chest_Press/0.jpg,"Position dual pulleys to chest height and select an appropriate weight. Stand a foot or two in front of the cables, holding one in each hand. You can stagger your stance for better stability.
Position the upper arm at a 90 degree angle with the shoulder blades together. This will be your starting position.
Keeping the rest of the body stationary, extend through the elbows to press the handles forward, drawing them together in front of you.
Pause at the top of the motion, and return to the starting position."
0ab8a28c-3f70-4dff-a3f8-f40fab0f6be3,Barbell Lunge,Barbell_Lunge,quadriceps,barbell,Barbell_Lunge/0.jpg,Barbell_Lunge/0.jpg,"This exercise is best performed inside a squat rack for safety purposes. To begin, first set the bar on a rack just below shoulder level. Once the correct height is chosen and the bar is loaded, step under the bar and place the back of your shoulders (slightly below the neck) across it.
Hold on to the bar using both arms at each side and lift it off the rack by first pushing with your legs and at the same time straightening your torso.
Step away from the rack and step forward with your right leg and squat down through your hips, while keeping the torso upright and maintaining balance. Inhale as you go down. Note: Do not allow your knee to go forward beyond your toes as you come down, as this will put undue stress on the knee joint. li>
Using mainly the heel of your foot, push up and go back to the starting position as you exhale.
Repeat the movement for the recommended amount of repetitions and then perform with the left leg."
0ae62d37-9add-401e-bfde-78b28b1f87ef,Barbell Side Bend,Barbell_Side_Bend,abdominals,barbell,Barbell_Side_Bend/0.jpg,Barbell_Side_Bend/0.jpg,"Stand up straight while holding a barbell placed on the back of your shoulders (slightly below the neck). Your feet should be shoulder width apart. This will be your starting position.
While keeping your back straight and your head up, bend only at the waist to the right as far as possible. Breathe in as you bend to the side. Then hold for a second and come back up to the starting position as you exhale. Tip: Keep the rest of the body stationary.
Now repeat the movement but bending to the left instead. Hold for a second and come back to the starting position.
Repeat for the recommended amount of repetitions."
0b3987fd-be9e-45bc-a222-31767c1efa60,Flat Bench Lying Leg Raise,Flat_Bench_Lying_Leg_Raise,abdominals,body only,Flat_Bench_Lying_Leg_Raise/0.jpg,Flat_Bench_Lying_Leg_Raise/0.jpg,"Lie with your back flat on a bench and your legs extended in front of you off the end.
Place your hands either under your glutes with your palms down or by the sides holding on to the bench. This will be your starting position.
As you keep your legs extended, straight as possible with your knees slightly bent but locked raise your legs until they make a 90-degree angle with the floor. Exhale as you perform this portion of the movement and hold the contraction at the top for a second.
Now, as you inhale, slowly lower your legs back down to the starting position."
0b507134-a4e3-4055-a2a9-47ed3171b242,Intermediate Hip Flexor and Quad Stretch,Intermediate_Hip_Flexor_and_Quad_Stretch,quadriceps,other,Intermediate_Hip_Flexor_and_Quad_Stretch/0.jpg,Intermediate_Hip_Flexor_and_Quad_Stretch/0.jpg,"Lie face down on the floor, with a rope, belt, or band looped around one foot.
Flex the knee and extend the hip of the leg to be stretched, using both hands to pull on the belt. Your knee and your hip should come off of the floor, creating tension in the hip flexors and quadriceps. Hold the stretch for 10-20 seconds, and repeat on the other leg."
0b88a6a4-6bea-424b-8549-dcc407d47e99,Leverage Shrug,Leverage_Shrug,traps,machine,Leverage_Shrug/0.jpg,Leverage_Shrug/0.jpg,"Load the pins to an appropriate weight. Position yourself directly between the handles.
Grasp the top handles with a comfortable grip, and then lower your hips as you take a breath. Look forward with your head and keep your chest up.
Drive through the floor with your heels, extending your hips and knees as you rise to a standing position. Keep your arms straight throughout the movement, finishing with your shoulders back. This will be your starting position.
Raise the weight by shrugging the shoulders towards your ears, moving straight up and down.
Pause at the top of the motion, and then return the weight to the starting position."
0bc9ae27-56be-4f75-9848-3f7dfeb8e111,IT Band and Glute Stretch,IT_Band_and_Glute_Stretch,abductors,other,IT_Band_and_Glute_Stretch/0.jpg,IT_Band_and_Glute_Stretch/0.jpg,"Loop a belt, rope, or band around one of your feet, and swing that leg across your body to the opposite side, keeping the leg extended as you lay on the ground. This will be your starting position.
Keeping your foot off of the floor, pull on the belt, using the tension to pull the toes up. Hold for 10-20 seconds, and repeat on the other side."
0c4b3aae-93aa-437e-a5c3-936291407931,Sled Row,Sled_Row,middle back,other,Sled_Row/0.jpg,Sled_Row/0.jpg,"Attach dual handles to a sled connected by a rope or chain. Load the sled to an appropriate weight. Face the sled, backing up until there is some tension in the line.
With a handle in each hand, bend the knees slightly, keep your head and chest up, and begin with your arms extended.
To initiate the movement, flex the elbow as you retract your shoulder blades, pulling the sled towards you.
Take a step or two back to get tension in the line and repeat."
0c5ec846-30ef-4db9-80ee-15b1ffd9c184,Lying Rear Delt Raise,Lying_Rear_Delt_Raise,shoulders,dumbbell,Lying_Rear_Delt_Raise/0.jpg,Lying_Rear_Delt_Raise/0.jpg,"While holding a dumbbell in each hand, lay with your chest down on a flat bench.
Position the palms of the hands in a neutral manner (palms facing your torso) as you keep the arms extended with the elbows slightly bent. This will be your starting position.
Now raise the arms to the side until your elbows are at shoulder height and your arms are roughly parallel to the floor as you exhale. Tip: Maintain your arms perpendicular to the torso while keeping them extended throughout the movement. Also, keep the contraction at the top for a second.
Slowly lower the dumbbells to the starting position as you inhale.
Repeat for the recommended amount of repetitions and then switch to the other arm."
0cdf2ece-4d2e-4bc9-8d0e-bfb48dc79b4c,Calf Press On The Leg Press Machine,Calf_Press_On_The_Leg_Press_Machine,calves,machine,Calf_Press_On_The_Leg_Press_Machine/0.jpg,Calf_Press_On_The_Leg_Press_Machine/0.jpg,"Using a leg press machine, sit down on the machine and place your legs on the platform directly in front of you at a medium (shoulder width) foot stance.
Lower the safety bars holding the weighted platform in place and press the platform all the way up until your legs are fully extended in front of you without locking your knees. (Note: In some leg press units you can leave the safety bars on for increased safety. If your leg press unit allows for this, then this is the preferred method of performing the exercise.) Your torso and the legs should make perfect 90-degree angle. Now carefully place your toes and balls of your feet on the lower portion of the platform with the heels extending off. Toes should be facing forward, outwards or inwards as described at the beginning of the chapter. This will be your starting position.
Press on the platform by raising your heels as you breathe out by extending your ankles as high as possible and flexing your calf. Ensure that the knee is kept stationary at all times. There should be no bending at any time. Hold the contracted position by a second before you start to go back down.
Go back slowly to the starting position as you breathe in by lowering your heels as you bend the ankles until calves are stretched.
Repeat for the recommended amount of repetitions."
0d606a29-961f-40fa-92a5-b97fabc6ae78,Rack Pull with Bands,Rack_Pull_with_Bands,lower back,barbell,Rack_Pull_with_Bands/0.jpg,Rack_Pull_with_Bands/0.jpg,"Set up in a power rack with the bar on the pins. The pins should be set to the desired point; just below the knees, just above, or in the mid thigh position. Attach bands to the base of the rack, or secure them with dumbbells. Attach the other end to the bar. You may need to choke the bands to provide tension.
Position yourself against the bar in proper deadlifting position. Your feet should be under your hips, your grip shoulder width, back arched, and hips back to engage the hamstrings. Since the weight is typically heavy, you may use a mixed grip, a hook grip, or use straps to aid in holding the weight.
With your head looking forward, extend through the hips and knees, pulling the weight up and back until lockout. Be sure to pull your shoulders back as you complete the movement. Return the weight to the pins and repeat."
